SAMPLE_CODE,Rule,Rule_encoded,PC1,PC2,PC3
26,Low-deficiency,1,-0.15617837468060292,-2.3330407832009543,0.6505715720860504
28,High-deficiency,0,2.6198085151824944,-1.2768197562041819,-0.5140999921902027
29,High-deficiency,0,1.7513308880137561,-2.1142622030741474,-0.20276827051351276
30,High-deficiency,0,-0.4811423501100553,-2.2100101341028036,-0.46828344038323283
31,Low-deficiency,1,2.928699989439362,-1.8992455438423923,-0.45419132608072454
32,High-deficiency,0,4.627030816888004,0.6647345778852772,-0.23448020918378065
33,Low-deficiency,1,2.961904502783435,-1.201620867184832,-0.6196433802715708
34,High-deficiency,0,0.9324597571559459,-1.5420843297319862,-1.2935265008841328
38,Low-deficiency,1,2.732074939354891,-1.0044012234892121,0.03830241006139165
39,High-deficiency,0,2.5544892184946892,-0.3434265636811258,-0.0914453789406849
40,Low-deficiency,1,-0.9312971397115123,-2.1805174266426683,0.047874629708055436
41,Low-deficiency,1,3.2040361559697175,-0.3878093904332476,-0.7732427599594366
44,Low-deficiency,1,3.5443919744404226,-0.2989144513048751,-1.0361583639028094
45,High-deficiency,0,1.805538923764889,-1.2613136419082822,0.14072797428158768
47,High-deficiency,0,1.5384345661454844,2.3383657341910524,-0.1427570423846972
48,High-deficiency,0,3.0116939393311215,3.963701684203508,-0.2244893274795163
49,High-deficiency,0,4.632376983539484,2.1607094346471816,-0.7076659254697593
50,High-deficiency,0,-5.373887333845979,5.868430109458788,0.6856003482352995
51,High-deficiency,0,-0.5534085289619882,5.802654192137118,-0.5734380263665658
52,High-deficiency,0,2.2683849383981918,0.09114333110145248,-0.11919487441046508
53,High-deficiency,0,-2.3901829024748746,2.1655075150149345,0.37001819663008656
55,High-deficiency,0,1.2888002781582464,1.6826685927967235,0.13776493772933937
56,High-deficiency,0,7.292837109975886,5.917008685986204,0.9341784001895562
57,Low-deficiency,1,-7.436427806277223,1.1658718344698762,0.9392254711872013
58,High-deficiency,0,-2.8841757779927293,-1.7808580510036187,0.901921524212883
59,Low-deficiency,1,-4.163915257507023,-2.381945272344677,1.0294648470098717
60,High-deficiency,0,-7.066297891592626,4.669198105809564,1.3379334181215081
61,Normal,2,2.00877322168043,0.048048430789408035,-0.674514012108861
63,Normal,2,-1.8865994614554635,0.34590171018011157,-0.3654165742058845
65,Low-deficiency,1,-0.8928287446832539,-1.7623263259724642,-0.45079512348204426
66,Normal,2,-1.9673977796830175,1.8415841454821176,-0.9249876836078892
67,Normal,2,-2.5524899607319806,1.104731863215591,-1.1194897426159727
68,Normal,2,-0.36891961886536706,0.6352265087148178,-1.64322876982454
69,Low-deficiency,1,-1.4815189123268564,-0.23305246455041884,-1.7578586391270599
71,Normal,2,-0.39365717164960445,-0.8762690921380082,-0.7254822954510621
72,Normal,2,-1.4702696755107902,-0.8455334929217319,-1.7291404106679722
73,Low-deficiency,1,-0.534567956433072,-0.34505599977329615,0.5707634527116999
75,Low-deficiency,1,-2.0037830767361275,0.6800274849940262,0.17245672168583276
76,Normal,2,-2.32640291453649,-0.2072145681409245,-1.1149994103889398
77,Normal,2,3.583613253326166,0.25409547463726256,3.843307661040681
78,Normal,2,-0.6591779979961861,3.0755403624483284,4.842424722890924
79,Normal,2,-3.6917196290522845,1.0325049110420368,-1.4452652146334857
80,Normal,2,3.762033502382106,-0.7370856618977022,2.86285137344101
81,High-deficiency,0,3.0760507029196296,-0.3863076171615933,-0.17532358480168428
82,Normal,2,0.14721237267812906,2.6708309571447812,-0.1857940081875799
83,Normal,2,-1.9905478756726878,-2.066842572670448,-0.37329742243811403
84,Normal,2,5.389584552656967,0.5384160623486854,0.4063637454217451
85,Normal,2,4.147465251248794,-1.3184553851874181,1.7221352427270562
86,Normal,2,0.23712848476883677,0.960081780020264,1.4345603673693312
87,Normal,2,3.1701761167713998,-0.29560285784424106,0.8009216891138163
88,Normal,2,5.569017341874351,0.8349229063138561,0.18061425081019652
