SAMPLE_CODE,Rule,Rule_encoded,PC1,PC2,PC3
135,Normal,2,5.4729117379277135,-0.8930298233921591,-0.5247003740922956
127,Normal,2,-1.8439975926118741,-0.12322880359703967,0.8438461500609865
68,Normal,2,-0.6620494348235074,0.8137128205967163,-1.72110436215846
63,Normal,2,-2.2038511050481975,0.4496347726150388,-0.3547827239796963
126,Normal,2,-0.11026195341941937,-1.7320049060174305,0.5282426858562025
29,Normal,2,1.4052616442368224,-2.0559618100433443,-0.25995804642018044
62,Normal,2,3.507984285919211,-0.9149587917959657,-0.7415575032906179
40,Normal,2,-1.282248696996926,-2.0982103713497593,-0.05541674874376642
73,Normal,2,-0.8658966890153655,-0.3111784290050953,0.5969345586762382
160,Normal,2,1.8501390812913188,-0.8476534885591471,0.656055876964846
131,Normal,2,-1.3942332955170589,-2.621973713664675,0.44299305436098046
72,Normal,2,-1.7870118401161694,-0.6588151435057988,-1.8253155384726456
41,Normal,2,2.891605351952051,-0.30158610892677623,-0.8095576939400269
69,Normal,2,-1.7844130285978512,-0.02358954288597091,-1.9135652304595006
85,Normal,2,3.8004761728170933,-1.4032905135470504,1.7927727902647645
128,Normal,2,-4.949328442025644,-3.6163210073050758,0.9655892495340681
129,Normal,2,-0.10538673180483561,0.8543755016731164,0.23978549249812475
44,Normal,2,3.231627546608664,-0.21647329053637754,-0.9785034781153914
154,Normal,2,2.666745867360771,-0.7926583912911117,0.44388232761268465
75,Normal,2,-2.320097986740074,0.7597511989305579,0.21597023264247586
124,Normal,2,-5.326983028911874,-1.167934108434394,-2.912545414759362
79,Normal,2,-3.9850024760014264,1.2454769166406174,-1.3921676147455693
167,Normal,2,-3.8028391270778577,-2.7799561738442677,-1.1245280886664555
36,Normal,2,3.4120024792906283,-0.7880875635743586,-0.21261132038351865
28,Normal,2,2.2880438024076857,-1.2145172253149847,-0.5079503260955364
66,Normal,2,-2.2524037773923933,1.9910431118669563,-0.92442877034897
168,Normal,2,4.729477998464071,-0.20755689489937965,-1.912075635352762
83,Normal,2,-2.33244635775815,-1.9363110412481659,-0.5288788366015044
26,Normal,2,-0.5120199038660614,-2.298001493685686,0.5920980486072593
157,Normal,2,-2.0257850533785238,-3.6386721662877473,0.8258839916156602
120,Normal,2,-1.6791852487192833,0.4354476446539736,-0.7287415855401194
121,Normal,2,3.464033213912344,0.9301828210235937,1.1555228622040288
27,Normal,2,-0.41414297523860444,-2.314358953953656,-0.08629737850810155
165,Normal,2,2.715498312425419,0.41683004951899344,1.1185853289398187
170,Normal,2,1.9089283875784444,-0.05184382960107472,-1.0956934461233243
34,Normal,2,0.6053378159871288,-1.4037851954391927,-1.382062798732263
84,Normal,2,5.085182937796419,0.5227354749934477,0.49680134120047603
86,Normal,2,-0.08028714224206068,0.9384186781062007,1.5422370932829295
37,Normal,2,0.38087014544378145,-1.1665559184405399,-0.09594352353150822
43,Normal,2,1.3026797178895095,-0.7813564565371148,-0.9962312884737932
31,Normal,2,2.591991727916149,-1.8345054707618744,-0.500743998743942
89,Normal,2,0.700143885447767,-1.8729712806583698,0.4110315086436189
125,Normal,2,2.519425891902776,-0.13639867080246718,2.7162865556193156
33,Low-deficiency,1,2.635317631493858,-1.1282860301585507,-0.6431357497629632
166,Low-deficiency,1,-0.2038386426156499,-1.6384814423394432,-1.0661813293447622
42,Low-deficiency,1,4.41729794989446,0.3053044656116774,-0.9839830654457234
114,Low-deficiency,1,1.085318466134838,-0.24916308037450732,-1.2613368187787233
158,Low-deficiency,1,1.7014832619597031,-0.9127078562291548,0.5638648623626576
30,Low-deficiency,1,-0.8288637026797577,-2.104341951786945,-0.5486116565520907
155,Low-deficiency,1,0.7587425172358877,-2.070517684565091,-0.29672254390392033
161,Low-deficiency,1,0.5580490350099616,-1.9762811496413837,1.4183732718518494
134,Low-deficiency,1,11.23613352073502,1.3145465473136417,-0.283610720164909
38,Low-deficiency,1,2.3974453746718893,-0.9757828531785585,0.07238244120674765
118,Low-deficiency,1,1.0912300139971007,-1.197363623827272,-0.6075251856889182
35,Low-deficiency,1,6.360040158993463,1.2251719826344478,-0.26148191025144746
163,Low-deficiency,1,3.272195752076499,-0.6152037705660763,0.502091723896028
32,Low-deficiency,1,4.327260194792286,0.6991321089285623,-0.1689748834624211
136,Low-deficiency,1,5.332005971315151,-0.11632873807203904,-0.4123738543859462
48,Low-deficiency,1,2.7559842745665852,4.019478478017042,0.04228593167089714
122,Low-deficiency,1,-0.748541120465563,-2.8446643917669903,-0.15090098311055142
130,Low-deficiency,1,-0.24503747827296973,-1.1977808050497283,0.29856769922004034
169,Low-deficiency,1,-1.7724657256869452,-2.838738887590646,-1.121700441030701
142,Low-deficiency,1,3.733145539116883,-0.18336111295835483,0.25883682690692716
140,Low-deficiency,1,1.8198448321766945,-0.40585804167577405,-0.5980715751971482
116,Low-deficiency,1,-4.5412248622591544,-3.1921903180273783,-0.8382545061479045
39,Low-deficiency,1,2.2316842637449796,-0.30001490359049193,-0.055344617894689425
152,Low-deficiency,1,4.058617446161079,0.26552804163497956,0.10294889735060217
132,Low-deficiency,1,-2.7112777007486604,-3.1934121206684978,0.7070785222614044
156,Low-deficiency,1,0.49402508504004305,-2.075710952064891,-0.13552697591296006
164,Low-deficiency,1,0.6368924453928875,-1.3284558639633357,0.9847597859761635
45,Low-deficiency,1,1.4658491395715614,-1.223011681667523,0.1705338540814248
46,High-deficiency,0,5.406577427923538,0.9846031299217333,0.5930090716616178
159,High-deficiency,0,3.460037193457035,-0.671034730609922,0.42000319421168913
87,High-deficiency,0,2.8467357112190577,-0.3101541010897608,0.8635651469519562
81,High-deficiency,0,2.757109403063351,-0.3398639157450732,-0.14682644258639185
153,High-deficiency,0,4.282957422068031,0.11514762990837782,-0.3022225773507663
149,High-deficiency,0,-2.5454967841926246,-2.998837597251195,1.119149055983095
119,High-deficiency,0,5.69071878372732,1.0947852358855197,-0.7426821713381212
137,High-deficiency,0,2.1791990795787033,0.4347043979083093,0.24452855925765848
58,High-deficiency,0,-3.237700898593518,-1.7236991610677872,0.8431342563634632
115,High-deficiency,0,-1.8193270983965424,-1.4120951442525767,-1.552831777554537
65,High-deficiency,0,-1.2362088053671003,-1.656410635821165,-0.47543171587696376
113,High-deficiency,0,2.487306060532549,1.368255170347679,-0.46277482569166617
162,High-deficiency,0,1.988715880345649,-1.4965052750453391,1.4656463920140153
88,High-deficiency,0,5.269814539167996,0.8268310353980068,0.27253228251022277
53,High-deficiency,0,-2.679064238789202,2.263313427891568,0.4996412971932904
148,High-deficiency,0,-5.30838184573683,-3.0574614812279384,1.2759280339095054
59,High-deficiency,0,-4.527139052287211,-2.3142077609325966,0.915989250536236
77,High-deficiency,0,3.245348333436574,0.05310181090640809,3.935810121816706
49,High-deficiency,0,4.356571729749749,2.216458441122065,-0.6011021176591461
56,High-deficiency,0,7.062825895255896,5.854641889447937,1.3926939198147665
147,High-deficiency,0,-2.801505183009472,-2.5976941312907207,0.8780279710131264
151,High-deficiency,0,4.679059148474754,0.43943365054537575,0.07217566241045979
146,High-deficiency,0,-1.2643765501039468,-1.5423339592681145,1.1357617994084956
117,High-deficiency,0,4.632741680835082,0.6930133659965283,-0.8620561861355095
51,High-deficiency,0,-0.7759792911100819,5.9463581824867235,-0.2983156055590592
112,High-deficiency,0,3.753104713206121,0.7962786072272973,2.560089490100003
80,High-deficiency,0,3.417304810695729,-0.8771263659368903,2.9241357466020537
57,High-deficiency,0,-7.750565190030086,1.2872961006466772,1.0018823466454287
